type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,ID
Experimental,8,3.0,8,1.0,3,9.434,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,9,3.0,9,1.0,3,5.919,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,8,3.0,7,1.0,3,9.647,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,8,0.4,7,1.0,4,9.915,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,7,3.0,7,1.0,4,8.837,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,8,3.0,9,1.0,2,7.674,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,9,0.4,7,1.0,4,5.428,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,7,0.4,8,1.0,4,11.094,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,8,0.4,8,1.0,3,10.829,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Control,9,0.4,8,0.4,1,7.474,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Control,7,1.0,8,1.0,4,10.351,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,7,3.0,9,1.0,4,10.126,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Control,9,1.0,9,1.0,3,6.464,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,7,0.4,9,1.0,3,11.886,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Control,8,1.0,9,1.0,4,9.025,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Diversion,8,1.0,8,0.4,1,6.974,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Control,8,1.0,7,1.0,4,10.635,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Control,8,1.0,8,1.0,1,5.518,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,8,0.4,9,1.0,3,13.705,21,gender_female,smoker_no,Computer Science,2014-11-07,S1,10
Experimental,9,3.0,8,1.0,4,9.86,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Control,7,1.0,8,1.0,3,14.93,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,8,3.0,9,1.0,1,14.129,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,7,0.4,7,1.0,3,10.909,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Control,8,1.0,9,1.0,4,11.73,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Control,8,1.0,8,1.0,3,13.068,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,9,0.4,9,1.0,5,8.121,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Diversion,8,1.0,8,3.0,5,7.214,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Control,7,1.0,9,1.0,3,10.627,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Control,8,1.0,8,1.0,4,11.373,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,7,3.0,7,1.0,4,10.632,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,8,0.4,9,1.0,4,9.61,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Control,9,3.0,7,3.0,5,4.963,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,7,0.4,9,1.0,3,10.781,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,9,0.4,7,1.0,4,10.037,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,7,3.0,8,1.0,4,12.213,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,9,3.0,7,1.0,4,13.017,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,9,3.0,9,1.0,4,8.261,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,8,0.4,7,1.0,4,9.378,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,8,3.0,8,1.0,4,11.485,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,7,0.4,8,1.0,5,5.952,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Diversion,7,1.0,7,3.0,5,5.893,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,8,3.0,7,1.0,3,10.698,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,9,0.4,8,1.0,3,9.736,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Control,9,0.4,9,0.4,3,12.534,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,8,0.4,8,1.0,5,10.064,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,7,3.0,9,1.0,3,7.239,20,gender_male,smoker_no,Petroleum Engineering,2014-11-07,S1,11
Experimental,7,3.0,7,1.0,4,7.749,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Control,7,0.4,9,0.4,1,9.954,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Control,9,1.0,9,1.0,3,11.126,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,9,0.4,9,1.0,3,10.933,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Control,9,1.0,8,1.0,3,9.854,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,8,0.4,8,1.0,3,10.697,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,8,3.0,7,1.0,4,6.893,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Control,7,1.0,7,1.0,3,6.767,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,7,0.4,7,1.0,3,7.228,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,7,3.0,8,1.0,3,7.82,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,7,0.4,9,1.0,4,7.231,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,8,3.0,8,1.0,1,6.096,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,8,3.0,9,1.0,4,6.098,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,8,0.4,9,1.0,2,5.966,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,7,0.4,8,1.0,4,6.384,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,9,3.0,9,1.0,1,7.151,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,9,3.0,7,1.0,4,5.467,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,9,0.4,8,1.0,3,6.357,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Control,9,1.0,7,1.0,1,6.76,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,9,3.0,8,1.0,2,6.744,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,9,0.4,7,1.0,3,6.667,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Diversion,7,1.0,7,3.0,5,7.546,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Control,7,1.0,7,1.0,2,5.407,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,8,0.4,7,1.0,1,7.232,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Diversion,8,1.0,8,3.0,5,4.222,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,7,3.0,9,1.0,2,6.533,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Control,9,3.0,9,3.0,5,4.149,20,gender_female,smoker_no,MBBS Medicine,2014-11-07,S1,12
Experimental,8,3.0,9,1.0,1,10.145,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,9,3.0,7,1.0,2,10.856,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,9,0.4,7,1.0,3,7.848,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Control,8,1.0,8,1.0,4,8.238,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Control,7,1.0,8,1.0,5,9.096,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,8,3.0,8,1.0,2,9.234,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Control,8,0.4,9,0.4,1,9.948,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,8,0.4,9,1.0,3,5.962,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Control,7,1.0,9,1.0,4,4.757,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Control,8,1.0,7,1.0,5,8.509,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,7,3.0,7,1.0,4,15.74,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,7,3.0,9,1.0,5,6.885,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Diversion,8,1.0,8,3.0,4,7.541,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Control,9,1.0,9,1.0,3,7.562,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,9,0.4,9,1.0,4,9.282,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,7,3.0,8,1.0,5,10.071,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,9,3.0,8,1.0,4,11.358,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,8,0.4,8,1.0,5,9.435,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Diversion,9,1.0,9,3.0,1,9.691,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Control,9,3.0,8,3.0,2,6.187,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,7,0.4,8,1.0,3,9.361,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,9,0.4,8,1.0,4,9.422,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,8,3.0,7,1.0,2,10.085,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,7,0.4,9,1.0,3,8.328,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,7,0.4,7,1.0,4,9.204,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,8,0.4,7,1.0,5,8.888,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,9,3.0,9,1.0,1,8.856,22,gender_male,smoker_yes,ENGINEERING,2014-11-07,S1,13
Experimental,7,0.4,7,1.0,4,9.597,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,7,3.0,9,1.0,3,11.125,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,9,0.4,8,1.0,2,7.47,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,8,3.0,7,1.0,1,5.71,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Diversion,8,1.0,8,0.4,1,4.566,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Control,8,3.0,8,3.0,5,3.3,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Control,9,0.4,8,0.4,1,5.139,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Diversion,7,1.0,7,3.0,5,3.5,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,7,0.4,8,1.0,3,5.611,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Control,8,1.0,9,1.0,4,6.918,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,8,0.4,7,1.0,3,5.129,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,9,0.4,9,1.0,3,4.63,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Control,7,1.0,7,1.0,3,7.206,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Control,7,1.0,9,1.0,4,5.877,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,7,0.4,9,1.0,3,6.035,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,9,3.0,8,1.0,3,5.502,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Control,7,1.0,8,1.0,2,4.892,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Control,9,1.0,7,1.0,3,6.379,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,9,0.4,7,1.0,2,3.475,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,8,0.4,9,1.0,1,3.076,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,7,3.0,7,1.0,3,4.055,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,8,3.0,8,1.0,1,4.865,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,9,3.0,9,1.0,3,3.949,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,9,3.0,7,1.0,1,3.059,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,7,3.0,8,1.0,3,4.746,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,8,0.4,8,1.0,2,4.64,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,8,3.0,9,1.0,3,6.756,24,gender_female,smoker_no,Medicine,2014-11-07,S1,14
Experimental,7,3.0,7,1.0,2,6.192,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,8,3.0,9,1.0,1,10.253,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,8,0.4,7,0.4,3,7.42,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,8,3.0,7,1.0,2,6.242,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,9,3.0,7,1.0,2,7.265,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,7,0.4,8,1.0,4,8.569,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,9,0.4,8,1.0,2,10.895,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,7,3.0,8,1.0,2,8.41,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,9,3.0,8,1.0,2,10.95,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,8,1.0,9,1.0,2,10.872,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,9,1.0,8,1.0,4,10.881,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,7,0.4,9,1.0,5,9.223,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,8,0.4,8,1.0,4,11.166,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Diversion,9,1.0,9,3.0,5,9.704,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,9,0.4,7,1.0,3,10.195,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,9,1.0,9,1.0,3,10.796,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,8,3.0,8,3.0,4,10.299,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,7,1.0,8,1.0,3,8.45,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,8,0.4,9,1.0,4,8.816,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,9,0.4,9,1.0,3,7.415,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,8,3.0,8,1.0,4,11.39,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,9,1.0,8,1.0,2,12.611,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,7,0.4,7,1.0,4,12.734,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,8,0.4,7,1.0,4,15.494,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,7,3.0,9,1.0,1,8.075,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Diversion,7,1.0,7,0.4,1,7.365,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Experimental,9,3.0,9,1.0,2,14.377,20,gender_female,smoker_no,Environmental Management,2014-11-07,S1,15
Control,7,3.0,7,3.0,4,5.013,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,7,3.0,9,1.0,3,4.724,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Control,9,1.0,8,1.0,3,5.453,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Control,8,1.0,8,1.0,2,4.466,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Diversion,9,1.0,9,0.4,1,4.858,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,9,3.0,7,1.0,3,4.576,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,9,0.4,9,1.0,2,4.81,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Control,8,1.0,8,1.0,2,5.252,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,9,0.4,7,1.0,4,5.011,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Diversion,8,1.0,8,3.0,5,5.825,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Control,9,1.0,7,1.0,3,4.774,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,8,0.4,9,1.0,3,5.592,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,8,0.4,8,1.0,4,4.874,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,9,3.0,8,1.0,4,4.146,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Control,7,0.4,9,0.4,1,4.486,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,7,0.4,7,1.0,4,4.642,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,7,3.0,7,1.0,3,4.55,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Control,8,1.0,7,1.0,2,5.486,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,9,3.0,9,1.0,3,4.665,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,8,3.0,8,1.0,2,5.019,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,8,3.0,9,1.0,4,4.72,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,9,0.4,8,1.0,2,4.155,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,8,3.0,7,1.0,2,5.667,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,7,0.4,9,1.0,4,7.002,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,7,3.0,8,1.0,3,4.52,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,8,0.4,7,1.0,4,6.234,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,7,0.4,8,1.0,5,3.696,20,gender_female,smoker_no,Pharmacology,2014-11-07,S1,16
Experimental,9,0.4,9,1.0,4,17.41,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,8,3.0,7,1.0,0,0.0,21,gender_female,smoker_no,LLB/Arts,0000-00-00,S1,17
Control,7,1.0,8,1.0,3,6.609,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,9,0.4,8,1.0,2,13.199,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,7,0.4,9,1.0,5,7.055,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,8,3.0,9,1.0,2,7.313,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,9,0.4,7,1.0,4,7.206,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,9,3.0,7,1.0,4,7.616,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Control,8,1.0,9,1.0,2,7.666,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Control,7,1.0,9,1.0,3,6.927,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,9,3.0,8,1.0,2,6.702,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,7,0.4,8,1.0,3,8.143,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Control,7,1.0,8,1.0,2,6.46,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Control,9,0.4,9,0.4,1,9.924,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,9,3.0,9,1.0,4,7.836,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Diversion,7,1.0,7,0.4,1,10.005,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,7,3.0,7,1.0,3,6.124,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,8,0.4,7,1.0,4,7.562,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,8,3.0,8,1.0,4,9.829,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,7,3.0,8,1.0,2,8.256,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Control,7,3.0,7,3.0,5,4.847,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Diversion,8,1.0,8,0.4,1,6.655,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Control,9,1.0,7,1.0,3,8.731,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,7,0.4,7,1.0,4,5.884,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,7,3.0,9,1.0,2,7.186,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,8,0.4,9,1.0,4,8.58,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,8,0.4,8,1.0,4,6.734,21,gender_female,smoker_no,LLB/Arts,2014-11-07,S1,17
Experimental,8,0.4,7,1.0,4,14.588,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,7,3.0,8,1.0,0,0.0,21,gender_male,smoker_no,International Business and Information System,0000-00-00,S1,18
Experimental,7,3.0,9,1.0,4,4.334,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,8,0.4,8,1.0,5,8.237,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,8,0.4,9,1.0,4,9.729,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Control,8,1.0,9,1.0,3,7.603,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Control,9,1.0,9,1.0,4,7.489,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Control,7,3.0,7,3.0,5,4.465,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Control,8,1.0,7,1.0,5,7.266,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Diversion,9,1.0,9,0.4,1,8.337,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,7,3.0,7,1.0,1,6.191,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,9,0.4,8,1.0,4,5.48,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,9,0.4,7,1.0,4,7.636,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,9,3.0,7,1.0,1,6.436,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,9,0.4,9,1.0,2,8.093,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,7,0.4,9,1.0,1,6.964,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
Experimental,9,3.0,8,1.0,5,7.094,21,gender_male,smoker_no,International Business and Information System,2014-11-07,S1,18
